age,marital_status,no_of_dependants,education_level,relationship_to_student,income_in_kes,additional_income,employment_length,employment_status,guarantor_credit_score,existing_loans,outstanding_loan_amount,monthly_repayment_amount,monthly_expenses,missed_payments_last_year,financial_counseling,risk_score,risk_level
57,Divorced,5,PhD,Sibling,131370,652,0,Employed,633,False,0,0,41094,0,True,27.367123743207145,Low
53,Divorced,6,PhD,Other,108770,3364,21,Self-Employed,610,False,0,0,10161,0,True,22.360279226305607,Low
34,Divorced,2,PhD,Other,104991,1776,42,Employed,676,False,0,0,11766,0,True,17.831354282030027,Low
19,Divorced,0,Bachelor’s Degree,Parent,26173,5300,22,Employed,817,True,82899,13442,37252,0,True,46.2033049544073,Medium
48,Divorced,5,High School,Other,12053,20142,12,Self-Employed,831,False,0,0,36562,3,True,37.84516994381505,Low
39,Married,1,PhD,Parent,30102,34050,22,Employed,568,False,0,0,20138,5,False,41.23660351846735,Medium
33,Single,2,High School,Other,79614,23962,11,Employed,662,False,0,0,42544,5,True,44.50783653679654,Medium
25,Married,2,High School,Other,27725,15630,24,Employed,600,False,0,0,27013,2,True,37.21568070369348,Low
40,Single,5,Bachelor’s Degree,Sibling,34365,41997,9,Self-Employed,580,False,0,0,14607,0,False,34.710295613889656,Low
52,Single,2,Bachelor’s Degree,Sibling,139841,38370,1,Unemployed,459,True,26990,41703,10281,2,False,55.346396464953486,Medium
46,Single,2,High School,Other,141872,49300,17,Self-Employed,639,True,52170,16778,45565,1,False,49.47099309385649,Medium
56,Married,5,Bachelor’s Degree,Parent,130150,29563,45,Employed,372,True,15340,21058,43224,1,True,44.43060197476283,Medium
35,Divorced,3,Master’s Degree,Parent,21266,28778,43,Self-Employed,766,True,91991,17928,30075,0,False,46.75275532191212,Medium
56,Married,0,Bachelor’s Degree,Guardian,92533,1734,24,Unemployed,764,False,0,0,12450,0,False,25.874180138159712,Low
44,Single,6,Master’s Degree,Other,118142,40444,38,Self-Employed,375,False,0,0,26059,2,False,37.934261320806854,Low
62,Married,6,High School,Guardian,24502,37509,13,Unemployed,743,True,67949,25164,38187,4,True,60.2618605719812,Medium
58,Married,6,PhD,Sibling,13291,10634,26,Unemployed,377,True,58591,23405,29945,2,True,60.98572477203648,Medium
40,Married,4,Bachelor’s Degree,Guardian,62660,34644,35,Unemployed,656,True,60305,12461,29436,0,False,48.63893892880169,Medium
52,Single,2,Master’s Degree,Sibling,129819,30914,45,Employed,651,True,79079,34501,33253,5,False,54.338567266279824,Medium
42,Divorced,0,Bachelor’s Degree,Parent,79252,2420,14,Unemployed,616,False,0,0,24322,1,True,34.75493550704615,Low
33,Married,6,PhD,Guardian,64279,30233,3,Self-Employed,624,False,0,0,26068,3,False,40.57821581652391,Medium
50,Married,1,Master’s Degree,Guardian,48295,33607,10,Employed,783,True,24228,1523,30353,5,False,49.652229282490566,Medium
46,Married,6,Bachelor’s Degree,Sibling,32306,4736,45,Unemployed,528,True,16189,14612,49591,0,False,56.209775355070455,Medium
34,Divorced,2,Bachelor’s Degree,Other,134539,10909,29,Employed,661,True,29697,14147,22562,5,False,51.416552516348894,Medium
18,Divorced,6,High School,Other,24252,47725,19,Self-Employed,316,False,0,0,30131,3,False,54.33190444874275,Medium
21,Divorced,1,PhD,Sibling,146463,34326,3,Unemployed,503,True,94516,39445,43380,3,False,67.37639632310952,Medium
37,Single,3,Master’s Degree,Other,54269,867,19,Unemployed,488,False,0,0,43966,2,False,50.92010161923183,Medium
64,Married,4,Bachelor’s Degree,Other,124310,48984,6,Employed,447,False,0,0,10067,0,False,26.32734795615732,Low
27,Single,4,Master’s Degree,Other,88591,36634,35,Employed,353,False,0,0,19219,2,False,39.28451258727088,Low
20,Married,1,Bachelor’s Degree,Other,78826,17357,26,Unemployed,476,True,23225,25760,26346,3,False,61.86609415400203,Medium
43,Married,4,Bachelor’s Degree,Parent,20148,9367,7,Self-Employed,326,True,11822,21248,44911,3,True,65.80130522059501,Medium
18,Married,0,PhD,Other,58351,25219,6,Self-Employed,557,False,0,0,36919,4,True,42.928317358386295,Medium
64,Single,6,High School,Sibling,71354,49602,7,Self-Employed,351,True,30992,35739,47202,0,False,60.74627400939487,Medium
48,Married,1,Master’s Degree,Parent,25455,45049,29,Employed,402,True,56465,13591,46055,5,True,61.0653052730957,Medium
54,Married,2,Bachelor’s Degree,Sibling,50737,32396,29,Employed,662,True,30518,9120,38430,3,False,49.55917592889381,Medium
52,Single,5,High School,Guardian,24017,41402,23,Self-Employed,664,True,17210,21109,34278,2,False,53.96645102146081,Medium
49,Married,2,Bachelor’s Degree,Guardian,18936,595,31,Self-Employed,690,True,13725,47159,24443,0,False,48.22518530993829,Medium
35,Married,3,Bachelor’s Degree,Guardian,72245,4445,12,Unemployed,643,False,0,0,23322,3,False,44.256971870682506,Medium
50,Single,1,Bachelor’s Degree,Other,69102,49235,24,Employed,538,False,0,0,29123,1,False,32.88288199318413,Low
32,Single,4,High School,Guardian,22013,28724,27,Self-Employed,307,True,49140,45529,26932,3,True,68.21155688680113,Medium
37,Divorced,5,Master’s Degree,Other,23482,34039,1,Unemployed,439,True,73472,16416,48254,0,False,66.5970614055448,Medium
49,Single,5,Bachelor’s Degree,Other,88340,34098,44,Unemployed,760,False,0,0,40683,1,False,33.038507075619414,Low
23,Married,3,Master’s Degree,Guardian,100649,44259,17,Employed,482,False,0,0,25814,5,False,43.87637311964632,Medium
18,Married,6,Master’s Degree,Sibling,29439,7006,16,Employed,657,False,0,0,20841,5,True,42.818003172147,Medium
18,Married,4,Bachelor’s Degree,Sibling,89008,4167,12,Unemployed,305,True,34739,16112,26620,4,False,72.10612194620981,High
43,Married,4,Master’s Degree,Guardian,103267,13479,41,Unemployed,808,False,0,0,15160,5,True,31.209308000368424,Low
29,Married,2,High School,Sibling,125222,42487,44,Unemployed,657,True,26399,48822,40353,2,True,50.23716470203556,Medium
52,Married,4,PhD,Sibling,83172,197,35,Employed,482,True,59483,38034,38359,3,True,54.78726344386109,Medium
46,Single,5,High School,Other,97920,38594,3,Employed,555,True,91451,23502,13389,0,False,51.23850908446163,Medium
62,Married,2,High School,Guardian,15736,41507,31,Unemployed,434,True,90046,11468,42921,4,False,70.08907191120937,High
18,Married,5,Bachelor’s Degree,Sibling,30735,5148,37,Unemployed,546,True,99054,31152,45437,0,True,62.39689435939947,Medium
38,Single,3,Bachelor’s Degree,Parent,115548,29391,18,Self-Employed,496,False,0,0,33022,2,True,36.25081925393755,Low
24,Single,3,PhD,Parent,73574,30124,7,Self-Employed,433,True,28807,9555,46821,1,True,54.72538237911025,Medium
55,Married,3,High School,Guardian,15809,30226,35,Employed,736,False,0,0,40157,4,False,40.18621273279912,Medium
53,Divorced,1,Bachelor’s Degree,Sibling,38620,29439,39,Unemployed,315,True,94273,38298,10029,0,True,55.03223619323939,Medium
31,Married,5,Master’s Degree,Parent,99068,34926,27,Self-Employed,445,True,76528,41923,33476,5,True,63.581573978078666,Medium
38,Married,2,Master’s Degree,Guardian,35246,1461,24,Employed,546,False,0,0,46966,4,False,48.29977782444506,Medium
53,Divorced,3,Master’s Degree,Other,129645,26320,5,Self-Employed,418,True,38928,31439,39777,2,False,57.83069891130147,Medium
19,Divorced,1,Bachelor’s Degree,Parent,146463,32675,39,Self-Employed,668,True,5574,30641,22770,1,True,36.921077599705264,Low
48,Divorced,1,Bachelor’s Degree,Sibling,27115,31086,27,Self-Employed,696,False,0,0,31782,2,True,31.686555460992906,Low
20,Married,3,PhD,Guardian,12838,21356,5,Self-Employed,517,True,15005,19387,36944,3,False,62.82569292345953,Medium
41,Single,0,Bachelor’s Degree,Guardian,93267,26517,14,Self-Employed,559,True,25748,9302,25124,4,False,55.36624679745786,Medium
52,Married,6,Master’s Degree,Parent,127481,17935,24,Self-Employed,308,False,0,0,30220,2,False,41.29696711798839,Medium
51,Single,5,High School,Guardian,113061,7813,42,Self-Employed,314,False,0,0,22390,1,True,36.27626805931658,Low
65,Single,3,Bachelor’s Degree,Guardian,145059,14233,33,Unemployed,367,False,0,0,21847,1,False,37.37306417242332,Low
18,Married,6,Master’s Degree,Guardian,124371,11175,42,Self-Employed,665,True,91654,4240,23581,1,True,42.79504670350926,Medium
60,Divorced,5,Master’s Degree,Other,139003,3256,14,Employed,764,True,80846,5762,16637,2,False,42.302782063185035,Medium
32,Divorced,1,PhD,Other,26028,45609,33,Unemployed,461,True,5383,36856,30641,4,False,62.803420868564054,Medium
45,Divorced,3,Bachelor’s Degree,Parent,16669,34183,7,Employed,534,False,0,0,14921,0,False,34.4206986570876,Low
29,Divorced,3,PhD,Guardian,99447,18751,32,Self-Employed,321,False,0,0,16434,3,False,42.147416435479414,Medium
65,Married,5,Master’s Degree,Guardian,73842,47840,42,Employed,302,True,73546,6291,46259,3,True,54.23004479874736,Medium
22,Divorced,6,Bachelor’s Degree,Guardian,65935,25844,9,Unemployed,752,True,50433,22191,28926,3,True,56.612883473335174,Medium
64,Single,3,PhD,Parent,107398,21162,10,Employed,378,True,71228,31360,30863,1,False,55.36571450676983,Medium
45,Single,1,Master’s Degree,Other,42463,11901,27,Employed,838,False,0,0,49972,4,True,35.72874855300728,Low
33,Divorced,6,PhD,Guardian,113961,34944,29,Unemployed,814,False,0,0,49437,2,False,35.235197269964075,Low
23,Divorced,0,PhD,Other,75047,47694,41,Self-Employed,714,False,0,0,25506,2,False,28.411842033710972,Low
37,Divorced,2,Master’s Degree,Sibling,113297,34513,45,Employed,655,False,0,0,27662,2,True,23.58756532375426,Low
62,Divorced,6,Master’s Degree,Sibling,149927,31145,0,Employed,550,True,56677,3125,37231,2,False,49.30212854655983,Medium
20,Divorced,5,Master’s Degree,Guardian,29928,32178,43,Self-Employed,461,True,62063,17131,25176,5,True,61.39597705904026,Medium
44,Single,0,Bachelor’s Degree,Sibling,56390,14335,24,Employed,469,False,0,0,13619,2,True,33.88726471400939,Low
36,Married,2,High School,Parent,34508,23084,8,Self-Employed,653,False,0,0,17638,1,False,36.78364658377084,Low
51,Married,1,High School,Sibling,80717,29424,33,Self-Employed,624,False,0,0,49964,1,False,35.77147401307912,Low
36,Married,0,PhD,Sibling,49338,21471,2,Self-Employed,496,True,21935,4615,45699,1,True,50.647816974302295,Medium
27,Single,6,High School,Guardian,76102,27259,37,Unemployed,718,False,0,0,32380,4,False,46.03717179331307,Medium
22,Divorced,3,Bachelor’s Degree,Parent,35545,26123,5,Unemployed,846,False,0,0,46328,0,True,35.36130683614258,Low
43,Single,1,Bachelor’s Degree,Guardian,115793,41100,43,Self-Employed,827,True,29890,8165,34369,0,False,34.42425560467901,Low
24,Married,3,PhD,Guardian,103401,35111,27,Unemployed,825,False,0,0,33503,1,True,25.551231798839453,Low
31,Divorced,1,Bachelor’s Degree,Sibling,131070,26429,41,Employed,616,False,0,0,21142,3,False,31.193924524270052,Low
52,Divorced,0,High School,Guardian,75473,30308,38,Unemployed,707,False,0,0,41950,5,True,40.755960607902736,Medium
49,Married,3,Master’s Degree,Guardian,77081,47110,27,Self-Employed,465,True,44264,42365,14455,3,True,49.92659914893616,Medium
18,Married,5,High School,Parent,149890,36309,9,Employed,412,False,0,0,12726,0,True,29.70995075619416,Low
21,Divorced,1,PhD,Sibling,136196,10224,29,Employed,599,False,0,0,29315,4,True,33.2913912830432,Low
62,Divorced,2,PhD,Sibling,45034,28642,7,Unemployed,497,True,20971,814,14435,0,False,46.47881845169015,Medium
59,Married,0,Bachelor’s Degree,Guardian,54481,20835,6,Unemployed,731,True,9096,2538,34197,5,True,52.68990354241503,Medium
65,Divorced,5,High School,Other,64888,18662,2,Employed,645,True,34268,15307,16359,0,True,41.08023946578245,Medium
38,Married,2,Master’s Degree,Sibling,22050,12733,44,Employed,610,True,23979,35807,30594,2,False,51.754398932485955,Medium
33,Single,3,PhD,Parent,141023,15436,45,Unemployed,617,False,0,0,12029,0,False,26.198011351201984,Low
25,Divorced,3,PhD,Other,133093,36633,37,Unemployed,576,True,53379,30592,48183,2,False,56.48428645205858,Medium
30,Divorced,6,High School,Sibling,49562,42245,15,Self-Employed,473,True,9966,17133,16743,2,True,51.95222310583034,Medium
61,Single,4,High School,Guardian,121713,10464,2,Self-Employed,798,True,97843,13583,11265,4,True,49.53297791747259,Medium
30,Married,0,Master’s Degree,Parent,55645,16133,44,Self-Employed,657,True,82288,40181,34646,0,False,50.48217362807406,Medium
54,Single,3,Bachelor’s Degree,Guardian,131101,13521,38,Unemployed,653,False,0,0,43351,0,False,32.86033906604034,Low
37,Married,0,Bachelor’s Degree,Parent,130339,41355,35,Unemployed,788,True,89822,17339,36861,1,True,42.15705310306714,Medium
24,Married,1,High School,Parent,78201,29313,25,Self-Employed,777,True,38811,47141,12829,1,False,46.59170519019987,Medium
62,Single,2,Master’s Degree,Other,55627,13001,2,Unemployed,718,True,93786,4987,49272,5,False,68.20101931104357,Medium
43,Married,6,Master’s Degree,Sibling,20901,1142,4,Employed,538,True,92782,45786,18431,2,False,64.19986385741917,Medium
45,Divorced,0,Master’s Degree,Other,31553,23594,46,Self-Employed,311,False,0,0,40660,3,True,43.26819914893616,Medium
57,Married,1,PhD,Parent,13285,20137,16,Self-Employed,301,True,13108,32117,30661,4,True,61.31969695864419,Medium
32,Single,2,High School,Other,47715,9435,5,Unemployed,802,False,0,0,40177,5,False,52.97355514414664,Medium
64,Married,6,PhD,Guardian,88712,8083,39,Self-Employed,420,True,15152,5925,33437,4,False,54.269503730312245,Medium
45,Single,5,High School,Guardian,75484,9937,40,Employed,756,False,0,0,34913,4,True,35.39727676890486,Low
19,Divorced,2,PhD,Sibling,63307,8251,0,Self-Employed,395,True,83387,8614,20718,2,False,63.17755031131988,Medium
26,Married,6,Bachelor’s Degree,Sibling,104319,12727,16,Unemployed,431,True,94645,35973,17855,0,True,57.63874856313899,Medium
23,Divorced,0,Master’s Degree,Other,51622,14246,24,Employed,316,False,0,0,19715,0,True,35.092811682785296,Low
30,Divorced,6,High School,Sibling,34143,28164,6,Unemployed,517,False,0,0,32029,0,False,46.91234499032882,Medium
51,Single,2,High School,Sibling,78988,26673,15,Self-Employed,342,True,56353,12056,19694,1,False,57.24989877774707,Medium
38,Single,0,High School,Other,102859,44242,35,Employed,616,False,0,0,39322,4,False,39.50488492953855,Low
22,Single,1,PhD,Other,82801,34301,38,Employed,636,False,0,0,42614,3,True,33.31176408215897,Low
62,Married,4,PhD,Sibling,114477,8992,39,Employed,393,False,0,0,39264,0,True,27.400720943170306,Low
65,Married,4,Master’s Degree,Sibling,105767,49493,1,Employed,554,False,0,0,46216,0,False,31.189761031592518,Low
56,Single,1,High School,Guardian,83589,40106,25,Self-Employed,841,True,69364,40652,12243,1,False,43.01349961131067,Medium
27,Divorced,1,High School,Guardian,64473,10059,42,Employed,684,True,12017,40939,44963,5,False,61.57046426729299,Medium
50,Single,3,Master’s Degree,Guardian,134540,14405,21,Self-Employed,804,False,0,0,33092,2,False,29.318867642995304,Low
65,Single,0,Bachelor’s Degree,Parent,22522,36964,22,Employed,558,True,41358,35346,26801,1,False,50.979242868195634,Medium
28,Married,2,PhD,Parent,56328,13850,36,Unemployed,359,True,43077,20133,23193,3,True,58.91263700377637,Medium
60,Single,2,PhD,Sibling,89704,26499,33,Self-Employed,335,False,0,0,27505,0,True,29.85783586257714,Low
25,Married,4,Bachelor’s Degree,Parent,39031,46574,20,Employed,751,False,0,0,21877,2,True,28.626026707193517,Low
61,Divorced,3,High School,Sibling,79806,12346,42,Self-Employed,560,True,64082,37470,47767,3,True,57.33186641061067,Medium
28,Divorced,6,PhD,Guardian,37794,32862,22,Self-Employed,840,True,3442,14712,11039,0,True,32.497378275766785,Low
57,Married,3,Bachelor’s Degree,Parent,53997,36573,38,Employed,752,True,53828,7827,33490,2,True,39.53797298701299,Low
65,Divorced,6,PhD,Guardian,20916,35317,3,Self-Employed,610,False,0,0,31186,0,True,30.050544393478866,Low
46,Single,1,High School,Parent,143468,19245,17,Unemployed,812,False,0,0,42248,2,False,36.304017942341346,Low
49,Married,6,High School,Guardian,139631,16153,37,Unemployed,429,False,0,0,32033,3,True,40.867415871787784,Medium
18,Married,3,High School,Guardian,119679,1432,1,Employed,336,True,63507,14572,12767,0,True,52.85612081514231,Medium
55,Single,6,Master’s Degree,Sibling,129732,40248,13,Employed,814,True,46540,39568,21219,0,False,38.17416492953855,Low
65,Divorced,4,High School,Other,85305,9056,30,Employed,789,False,0,0,21138,3,False,30.767159605784286,Low
58,Single,5,Bachelor’s Degree,Sibling,69816,12231,35,Employed,470,True,77948,29697,29419,5,True,61.41416163212675,Medium
64,Single,1,Bachelor’s Degree,Parent,82229,24270,15,Self-Employed,428,False,0,0,42254,1,True,36.81574217555494,Low
30,Single,3,High School,Parent,117729,6990,3,Unemployed,508,False,0,0,22101,5,True,50.37275540204477,Medium
45,Divorced,3,High School,Other,20490,47968,29,Self-Employed,364,False,0,0,37466,5,True,50.3364087980105,Medium
45,Married,1,Master’s Degree,Parent,92520,11926,35,Employed,794,True,37926,7548,43553,2,False,43.0218519572626,Medium
35,Single,3,High School,Parent,130090,3712,30,Employed,685,False,0,0,46750,1,True,31.55245641337386,Low
59,Single,6,PhD,Parent,46494,11034,16,Employed,414,True,76501,5452,12122,5,False,62.552272343188726,Medium
52,Married,4,Master’s Degree,Sibling,127629,13096,13,Employed,635,False,0,0,25640,2,False,31.179036809431704,Low
35,Single,5,Bachelor’s Degree,Guardian,133180,10201,34,Unemployed,577,True,94427,39200,22583,2,True,56.2387378990513,Medium
56,Divorced,2,PhD,Other,103789,47332,1,Unemployed,732,True,92710,30705,27203,3,False,54.98360429031962,Medium
57,Married,3,High School,Parent,145609,30079,14,Self-Employed,825,True,54160,48610,30908,0,True,38.39624225476651,Low
40,Married,1,High School,Sibling,89745,14016,32,Employed,770,True,14678,49514,11997,4,False,48.98002245740076,Medium
44,Divorced,0,PhD,Parent,129829,48626,43,Employed,394,False,0,0,29201,1,False,28.383793058856035,Low
35,Divorced,2,Bachelor’s Degree,Parent,30880,32848,26,Employed,517,True,21097,22428,19239,3,False,54.71579241687391,Medium
37,Married,3,Master’s Degree,Sibling,61553,2046,40,Self-Employed,742,False,0,0,38263,1,True,28.260829256700745,Low
24,Married,6,High School,Sibling,16321,8594,21,Unemployed,586,True,8077,1809,23632,3,False,62.041001063829796,Medium
25,Single,5,High School,Guardian,73490,31372,22,Self-Employed,392,False,0,0,30566,3,True,46.27982426821406,Medium
55,Divorced,4,Master’s Degree,Guardian,33127,24199,41,Employed,381,False,0,0,38726,2,True,37.94176680114212,Low
50,Single,1,High School,Other,127330,35596,47,Unemployed,806,True,24944,43068,46960,2,False,49.68306658561298,Medium
29,Single,1,Master’s Degree,Parent,67101,33645,24,Self-Employed,587,False,0,0,22489,0,False,31.81530376715483,Low
26,Single,1,Master’s Degree,Sibling,106736,30019,1,Unemployed,662,False,0,0,33321,4,False,46.31679122777931,Medium
24,Divorced,0,Bachelor’s Degree,Parent,105420,36017,35,Employed,562,False,0,0,39898,3,True,34.29383104725062,Low
56,Divorced,4,Master’s Degree,Parent,138820,2299,38,Self-Employed,341,False,0,0,16959,0,False,31.268271636732063,Low
62,Single,6,Bachelor’s Degree,Guardian,31499,40962,15,Self-Employed,756,False,0,0,18123,5,True,36.08701739707101,Low
47,Single,6,Master’s Degree,Other,106295,10568,1,Self-Employed,388,False,0,0,23542,1,False,42.14762261398176,Medium
51,Married,2,PhD,Parent,123623,898,29,Unemployed,434,True,26491,14547,35178,4,False,59.47038239753155,Medium
50,Single,6,Bachelor’s Degree,Other,106090,27914,27,Employed,836,False,0,0,19665,5,False,33.3397772091738,Low
25,Single,4,High School,Other,14127,11596,40,Employed,537,True,23872,39012,43337,4,False,68.57500456848118,Medium
39,Married,2,Master’s Degree,Other,110674,47225,39,Self-Employed,495,True,1295,2449,17290,2,False,40.74744889103803,Medium
46,Divorced,4,High School,Other,97280,36483,26,Employed,341,False,0,0,11215,1,True,31.85421060329741,Low
57,Divorced,2,High School,Guardian,85109,4085,34,Employed,554,True,61157,10804,26447,1,False,49.09815938012343,Medium
55,Divorced,4,Master’s Degree,Sibling,68183,43524,4,Unemployed,333,True,453,36136,23735,2,True,56.69489196555217,Medium
45,Single,5,PhD,Other,65727,16013,14,Employed,423,False,0,0,44509,2,True,41.488906744036115,Medium
58,Divorced,4,Master’s Degree,Other,56367,42401,14,Unemployed,667,True,61226,17175,19941,3,False,54.37508637561021,Medium
55,Married,2,Master’s Degree,Other,58695,36125,3,Unemployed,525,False,0,0,26875,5,False,48.91358266556139,Medium
65,Married,4,PhD,Guardian,148401,33477,29,Self-Employed,306,True,30899,39086,14376,5,True,52.10923073869393,Medium
28,Married,1,Bachelor’s Degree,Sibling,102342,8851,40,Unemployed,311,True,28211,9242,30331,3,True,58.22836485309017,Medium
30,Single,5,PhD,Other,101419,37225,0,Unemployed,343,False,0,0,41842,4,True,52.48380079211569,Medium
31,Single,3,High School,Other,116487,42070,32,Unemployed,496,False,0,0,21048,4,True,41.54548891959105,Medium
27,Married,4,PhD,Sibling,98239,43880,9,Unemployed,779,True,40585,47822,10761,0,False,44.34247541954499,Medium
18,Married,4,PhD,Guardian,127966,49669,43,Self-Employed,563,True,89690,26746,44804,1,False,51.30543007276411,Medium
36,Married,1,High School,Parent,81560,35342,0,Unemployed,390,False,0,0,35004,1,True,43.94819140462374,Medium
56,Divorced,1,PhD,Sibling,46431,24802,13,Employed,490,True,1216,6794,33708,0,True,40.72545606336926,Medium
22,Married,4,PhD,Guardian,148938,36145,30,Employed,613,True,14729,9099,35013,1,True,36.33624626231924,Low
55,Single,3,Bachelor’s Degree,Guardian,69787,48146,28,Unemployed,661,True,57844,18747,19984,5,True,54.171347156673114,Medium
43,Married,2,Master’s Degree,Sibling,118673,32426,1,Self-Employed,469,False,0,0,33694,0,False,34.70517600073685,Low
57,Single,5,PhD,Other,81468,27944,1,Unemployed,846,True,75621,9179,36549,2,True,48.18450611679101,Medium
32,Single,5,Master’s Degree,Parent,79038,1326,6,Unemployed,369,False,0,0,39988,5,True,57.97602076448374,Medium
31,Divorced,1,Bachelor’s Degree,Sibling,90571,6278,19,Employed,362,True,81320,22531,38082,0,True,55.44013646126922,Medium
19,Single,3,PhD,Guardian,138331,41498,33,Self-Employed,444,False,0,0,33408,2,False,37.582138336557065,Low
51,Divorced,3,Master’s Degree,Guardian,42136,41745,23,Unemployed,596,False,0,0,49844,3,False,46.07332135949157,Medium
25,Married,5,High School,Other,74811,43890,27,Self-Employed,678,False,0,0,29544,3,True,35.060200681587915,Low
32,Married,2,PhD,Guardian,54117,42456,43,Employed,682,False,0,0,37094,4,True,31.4711100156581,Low
33,Single,5,High School,Parent,20892,22380,8,Unemployed,838,True,12549,16597,16833,2,False,54.000788117343646,Medium
46,Married,6,PhD,Sibling,117407,44022,39,Employed,533,False,0,0,21434,2,False,28.21550487980105,Low
34,Married,5,Master’s Degree,Sibling,117228,13525,37,Employed,800,True,20523,38419,47883,0,True,38.11894682969513,Low
24,Divorced,4,High School,Other,46781,35406,35,Self-Employed,752,True,8350,8313,15869,0,True,36.32128619876577,Low
21,Divorced,2,High School,Other,68212,6805,6,Self-Employed,460,False,0,0,12816,5,True,48.51032392005158,Medium
57,Single,0,Master’s Degree,Other,82585,24012,12,Unemployed,324,False,0,0,36921,5,True,51.48012919591047,Medium
21,Married,6,PhD,Guardian,79627,15860,8,Employed,826,False,0,0,36948,5,False,41.55623420834485,Medium
46,Married,6,PhD,Parent,109409,48659,18,Employed,705,True,60475,24051,11680,1,False,39.060085424150316,Low
18,Married,4,PhD,Sibling,61399,13652,15,Unemployed,674,False,0,0,19996,0,False,35.18839400202634,Low
60,Single,2,Bachelor’s Degree,Sibling,97751,27437,9,Self-Employed,497,False,0,0,30810,0,False,34.629615260200794,Low
63,Married,0,Bachelor’s Degree,Sibling,110480,6449,13,Employed,785,False,0,0,38772,1,True,23.32268447637469,Low
31,Divorced,2,Bachelor’s Degree,Parent,28423,47496,21,Employed,639,False,0,0,28282,2,False,36.66135947683523,Low
44,Married,3,High School,Other,42407,34961,36,Self-Employed,648,True,69784,32031,10653,1,False,48.75788021000277,Medium
48,Married,2,Master’s Degree,Guardian,16601,1867,3,Employed,475,True,44481,4689,12503,5,False,62.06986130883301,Medium
32,Divorced,3,High School,Other,135655,17585,15,Self-Employed,642,True,15934,4562,21722,0,False,42.28860623929262,Medium
46,Single,2,Master’s Degree,Other,65561,27229,21,Employed,322,True,95533,14811,42049,4,True,65.12828791286728,Medium
52,Divorced,3,PhD,Other,30042,42121,9,Employed,599,True,42429,40097,30311,4,False,58.708429955788894,Medium
27,Divorced,5,Bachelor’s Degree,Parent,60785,8985,34,Employed,309,False,0,0,24048,2,True,41.812139780786595,Medium
34,Divorced,0,High School,Sibling,126893,13467,38,Self-Employed,341,True,45961,10818,47717,2,True,56.03049669245648,Medium
33,Divorced,4,Master’s Degree,Other,65904,21600,12,Unemployed,546,True,61300,16852,15630,4,False,63.21330856406004,Medium
26,Divorced,3,High School,Sibling,100784,45508,15,Self-Employed,347,False,0,0,41920,3,True,46.307927228516164,Medium
34,Married,0,High School,Parent,136362,8981,16,Employed,813,True,70762,49961,25296,3,True,48.133104343741365,Medium
58,Single,4,PhD,Guardian,136433,17466,44,Unemployed,774,True,36138,45575,34796,3,False,49.56955732338584,Medium
29,Divorced,2,PhD,Parent,99000,33710,9,Self-Employed,845,False,0,0,22695,2,True,24.140367081145808,Low
24,Married,2,PhD,Parent,20136,23033,14,Unemployed,338,True,33982,8893,19627,0,True,54.15423111540942,Medium
49,Single,5,High School,Other,82251,794,41,Employed,516,True,98676,41243,34271,2,True,58.66237411071198,Medium
24,Divorced,4,PhD,Guardian,88917,37284,21,Self-Employed,710,True,10541,19651,20302,1,False,41.99649335820208,Medium
28,Divorced,3,High School,Parent,87648,9719,14,Unemployed,643,False,0,0,22766,4,False,47.83304214423874,Medium
18,Married,5,Master’s Degree,Parent,47906,24195,43,Unemployed,611,False,0,0,18646,3,False,41.52302963986368,Medium
54,Divorced,0,Master’s Degree,Sibling,17998,17702,42,Employed,396,False,0,0,46530,1,True,36.72314024868748,Low
40,Married,4,Bachelor’s Degree,Guardian,17074,4144,22,Self-Employed,716,True,48144,9965,29557,2,True,49.88047404623745,Medium
38,Divorced,6,Bachelor’s Degree,Parent,73702,36507,46,Unemployed,829,True,61260,39175,30877,5,False,58.776652987012994,Medium
50,Divorced,6,Master’s Degree,Guardian,17676,46943,35,Unemployed,502,True,2624,26564,35506,5,True,60.497060093948605,Medium
41,Single,2,Master’s Degree,Other,89749,34755,3,Self-Employed,657,True,84750,4556,31629,4,False,58.16805008197476,Medium
34,Single,1,High School,Guardian,59552,12674,19,Self-Employed,355,True,74160,28377,43528,5,False,77.66225090172239,High
58,Divorced,3,High School,Other,143885,4541,28,Unemployed,849,False,0,0,39462,2,True,28.976034064658748,Low
24,Divorced,2,Master’s Degree,Other,127548,11241,15,Unemployed,361,True,7691,36892,34061,1,True,56.61114024224002,Medium
33,Single,6,Master’s Degree,Other,77121,36304,43,Self-Employed,637,False,0,0,33221,5,True,38.62837881182647,Low
23,Divorced,0,Master’s Degree,Other,135114,23402,42,Self-Employed,393,True,59597,19199,37462,1,True,49.01655791378834,Medium
21,Divorced,2,Bachelor’s Degree,Parent,45429,26731,40,Self-Employed,633,False,0,0,14374,4,False,39.57112228424059,Low
56,Divorced,2,Master’s Degree,Sibling,141434,28109,26,Self-Employed,490,False,0,0,10924,4,False,34.24871207147463,Low
30,Single,4,Master’s Degree,Other,48667,21389,26,Self-Employed,668,True,88634,14818,47514,4,False,64.86590215897579,Medium
45,Divorced,1,PhD,Parent,59524,35479,33,Employed,777,False,0,0,36929,1,True,22.056673184120847,Low
